product_name,categories,ingredients_text,countries_en,category_label
Bear Naked - Fruit and Nutty Goodie Bag,Breakfast Granola,"whole grain oats, honey, almonds, canola oil, raisins, coconut, sweetened dried cranberries, oat bran, apple syrup, pecans, walnuts, whole oat flour, ground flax seeds, toasted sesame seeds ",United States,311
Barnana,Snacks,"Organic bananas, organic banana powder. ",United States,1863
Ketchup,Ketchup,"Tomato paste, water, sugar, distilled vinegar, salt, garlic powder, onion powder, xanthan gum, natural flavor.",United States,1061
"Dairy-Free Frozen Dessert, Cardamon Pistachio",Frozen desserts,"Water, Tapioca Syrup, Pistachio Butter, Evaporated Cane Juice, Safflower Oil, Maltodextrin, Almond Butter, Pistachios, Locust Bean Gum, Guar Gum, Carrageenan, Ground Cardamon, Vanilla",United States,823
Tony's Chocolonely Milk Chocolate,"Sugary snacks,Confectioneries,Bars,Chocolate bars","Sugar, whole milk powder, cocoa butter, cocoa mass, soy lecithin. ",United States,1937
Ting,"Grapefruit Soda,Fruit sodas","Carbonated Water, Sugar, Concentrated Grapefruit Juice, Citric Acid, Natural Grapefruit Flavor, Sodium Citrate","United States,Virgin Islands of the United States",893
Ketchup Curry,Ketchup,"Organic tomato paste, organic distilled white vinegar, water, organic pure cane sugar, organic spices, sea salt, organic garlic, organic onion.",United States,1061
Sky Valley Organic Ginger Brew,Sodas with exotic fruits,"carbonated water, organic cane sugar, organic lemon juice from concentrate, natural flavor, organic balsamic vinegar, organic ginger juice, sea salt",United States,1870
"Finevines, Savory Sweet Artisanal Ketchup",Ketchup,"Tomato paste, brown sugar, water, apple cider vinegar, sea salt, spices.",United States,1061
Grill Smoke Artisanal Ketchup,Ketchup,"Tomato paste, brown sugar, apple cider vinegar, water, smoked sea salt, spices.",United States,1061
"Finevines, Apple Wood Artisanal Ketchup, Apple",Ketchup,"Tomato paste, brown sugar, apple cider vinegar, water, smoked sea salt, spices",United States,1061
Lemon Ginger,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Coconut Oils,Oils",Copro of fresh coconuts,United States,1457
Sprouted pumpkin seeds,Pumpkin seeds,"Sprouted organic pumpkin seeds, Celtic Sea Salt",United States,1699
Duvel Belgian Golden Ale,"Beverages,Alcoholic beverages,Beers",Belgian golden ale,United States,214
neat breakfast mix,"Plant-based foods and beverages,Plant-based foods","pecans, garbanzo beans, gluten free whole grain oats, organic maple sugar, garlic, sea salt, spices",United States,1409
Vanille suiker,Vanillesuikers,"suiker, vanilline, zetmeel",Netherlands,2014
Simply Lemonade,"Beverages,Carbonated drinks,Sodas,Lemonades","PURE FILTERED WATER, SUGAR, LEMON JUICE, NATURAL FLAVORS.",United States,247
"Okf, Aloe Vera King, Aloe Vera Drink, Pineapple","Plant-based-beverages,Aloe Vera Drinks","Mineral water, organic aloe vera gel powder, aloe vera gel, organic cane sugar, aloe vera juice, honey, citric acid, calcium lactate, natural pineapple flavor, vitamin c, gellan gum, salt, colored with beta-carotene.",United States,1572
"Aloe Vera King, Natural Aloe Vera Drink, Pomegranate","Plant-based-beverages,Aloe Vera Drinks","Mineral water, organic aloe vera gel powder, aloe vera gel, organic cane sugar, aloe vera juice, honey, citric acid, colored with caramel, calcium lactate, natural pomegranate flavor, colored with vegetable juice, salt, gellan gum, colored with fruit juic",United States,1572
"Okf, Aloe Vera Drink With Pulp, Aloe Vera","Plant-based-beverages,Aloe Vera Drinks","Mineral water,organic aloe vera powder, organic aloe vera gel, organic cane sugar, natural grape flavor",United States,1572
GoGo Squeez Apple Apple,Applesauce,"Apple, Apple juice concentrate",United States,138
Cedar Grilling Planks,Damn if I know,Cedar wood,United States,603
Lemonade,Lemonade,"Filtered water, organic lemon juice, organic cane sugar, organic natural flavors, ascorbic acid.",United States,1113
Gourmet Ketchup,Ketchup,"Crushed tomatoes, water, brown sugar, vinegar, sea salt, spices.",United States,1061
Zevia Cherry Cola,"Beverages,Carbonated drinks,Sodas,Sugared beverages","Carbonated water, erythritol,caramel colour, tartaric acid, steviol, glycosides, citric acid, caffeine, natural flavours",Canada,248
Aloe Vera Natural Vitamin C Drink,"Plant-based-beverages,Aloe Vera Drinks","Water, aloe vera juice and pulps, cane sugar, malic acid, grape flavor, calcium lactate, vitamin c, gellan gum, stevia.",United States,1572
Aloe Vera Drink,"Plant-based-beverages,Aloe Vera Drinks","Water, aloe vera juice and pulps, cane sugar, malic acid, grape flavor, calcium lactate, vitamin c, gellan gum, stevia.",United States,1572
"Aloe Vera Drink, Pomegranate","Plant-based-beverages,Aloe Vera Drinks","Water, aloe vera juice and pulps, cane sugar, pomegranate juice, honey, malic acid, pomegranate flavor, calcium lactate, vitamin c, gellan gum, stevia.",United States,1572
"Salutti, Aloe Vera Drink, Pineapple","Plant-based-beverages,Aloe Vera Drinks","Water, aloe vera gel, fructose, sugar, citric acid, calcium lactate, artificial pineapple flavor, artificial citrus flavor, vitamin c, sodium citrate, gellan gum, b-carotene",United States,1572
Aloe Vera Drink,"Plant-based-beverages,Aloe Vera Drinks","Refined water, aloevera gel, fructose, citric acid, sodium citrate, gellan gum, calcium lactate, sucralose, ethyl maltol, vitamin c, muscat flavor, mango flavor, aloe flavor.",United States,1572
"Salutti, Aloe Vera Drink, Aloe Vera","Plant-based-beverages,Aloe Vera Drinks","Refined water, aloevera gel, fructose, citric acid, sodium citrate, gellan gum, calcium lactate, sucralose, ethyl maltol, vitamin c, muscat flavor, mango flavor, aloe flavor.",United States,1572
"Aloevine, Aloe Vera Drink, Strawberry","Plant-based-beverages,Aloe Vera Drinks","Purified water, aloe vera gel, fructose, sugar, citric acid, artificial strawberry flavor, calcium lactate, sodium citrate, vitamin c, gellan gum, cochineal extract, caramel extract",United States,1572
Organic Ketchup,Ketchup,"Organic tomato puree, organic agave nectar, organic white vinegar, salt, organic onion powder and organic spices.",United States,1061
Organic Pasta Sauce,"Groceries,Sauces,Pasta sauces","ORGANIC TOMATO PUREE, ORGANIC TOMATOES, SALT, ORGANIC ONIONS, ORGANIC EXTRA VIRGIN OLIVE OIL, ORGANIC AGAVE NECTAR, ORGANIC GARLIC, ORGANIC BASIL ANd ORGANIC OREGANO.  ",United States,918
GoGo Quinoa,Dry Pasta,"Farine de riz blanc biologique, farine de quinoa biologique Organic white rice flour, organic quinoa flour",Canada,628
Green Asparagus,Asparagus,Green Asparagus,Australia,155
tesco chestnut british mushrooms,fresh mushrooms,chestnut mushrooms,United Kingdom,2238
Grapes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Grapes,Red Grapes",Napoleon Grapes Class II,United Kingdom,1520
Savoy Cabbage,Savoy Cabbage,Savoy cabbage,United Kingdom,1832
Maris Piper Potatoes,Maris Piper Potatoes,Maris Piper Potatoes,United Kingdom,1162
large oranges,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits",Orange ,United Kingdom,1506
Lemon,fresh fruits,Lemon,United Kingdom,2236
mint,mint,mint,United Kingdom,2286
Radish,Radishes,Radish,United Kingdom,1710
Limes,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits",limes,United Kingdom,1506
Organic tenderleaf salad,salad,"red lettuce, rocket",United Kingdom,2325
Simple mixed leaf salad,Salad,Mixed multileaves,United Kingdom,1784
Simple mixed leaf salad,Salad,"multileaf green batavia salanova, multileaf apollo letuce, endive, multileaf grean oak leaf, multileaf red batavia, multileaf lollo rosso, multileaf red oak leaf, multileaf lollo blonda, multileaf green leaf, multileaf red leaf",United Kingdom,1784
Unsalted dry toasted pecan pieces,"nuts,pecans",PECANS,United States,2297
Thon entier au naturel Albacore,"Thons albacore,Thons en conserve,Thons albacore au naturel","Thon, eau, sel",France,1975
Foie gras entier de canard mi-cuit,"Poissons et viandes et oeufs,Foies gras,Foie gras entier,Foies gras de canard,Foies gras mi-cuits","foie gras de canard, poivre, sucre",France,1603
Lentilles vertes,Lentilles vertes,Lentilles vertes crues,France,1121
Kiwifruit,Kiwi Fruit,kiwi fruit,Australia,1068
Red onions,"Red onions,Onions",Red onions,United Kingdom,1722
beechwood smoked bacon lardons,lards,"pork, salt, glucose syrup, sodium ascorbate, sodium nitrite",United Kingdom,2277
Foie Gras de Canard Entier,"Poissons et viandes et oeufs,Foies gras,Foies gras de canard","Foie gras de canard, sel, poivre, sucre, ascorbate de sodium",France,1604
"Krazy, Organic Krazy Ketchup, Agave",Ketchup,"Organic tomato paste, organic agave nectar, organic butternut squash puree, organic carrot puree, organic sweet potato puree, organic spices, citric acid, and salt.",United States,1061
Zarte Haferflocken,Haferflocken,Hafer,Germany,942
Mayo,Mayonnaise,Mayonnaise,France,1166
Le Chevalier Gigandet 2010,"Beverages,Alcoholic beverages,Wines,French wines,Bordeaux",Raisins noirs ,France,230
Sel de table,Sel de table,sel,Côte d'Ivoire,1847
Tomato Ketchup,"Epicerie,Sauces,Sauces tomate,Ketchup",Ketchup,France,679
Lait Entier,"Produits laitiers,Laits,Laits entiers,Laits UHT","Lait entier, vitamine D.",France,1689
Frite moyenne,"Chips et frites,Frites",Pomme de terre frites,France,456
Frites Moyenne,"Chips et frites,Frites",Pommes de terre frites,France,456
filosofo,Fruits,Orange,Belgium,831
Chopped Tomato Carla,Chopeed tomatoes,"Chopped tomatoes, tomato juice, acidity corector",Italy,462
Sainsbury's Grated Parmesan,"Dairies,Cheeses,Italian cheeses,Parmigiano-Reggiano,Grated Parmesan,Grated cheese","Sweet, nutty and matured for around 24 months",United Kingdom,569
"Sainsbury's Walnuts, Halves 100g","Plant-based foods and beverages,Plant-based foods,Seeds,Nuts and their products,Salty snacks,Nuts,Walnuts",Walnut halves,United Kingdom,1567
Love hearts,Sweets,"sugar, malic acid, stearic acid, sodium bicarbonate, modified starch, magnesium stearate, magnesium carbonatge, flavourings, anthocyanin, beetroot red, copper chlorophyllin, curcumin, lutein, paprika",United Kingdom,1959
San Miguel Cerveza,Beer,premium lager contains barley,United Kingdom,204
Raw Fiyah Ginger Beer,"Ginger Beer,Soda","Carbonated water, fresh ginger root, sugar, lemon juice, lime juice, orange juice, apple concentrate",United Kingdom,869
Dalston Cola,Cola,"Carbonated water, sugar, lemon juice, lime juice, orange juice, sultanas, cola nut, acacia gum, star anise, cinnamon, lavender",United Kingdom,498
Mambelli Casatella di Romagna,"Formaggi,Lattiero caseari,Latticini","LATTE intero vaccino pastorizzato, fermenti lattici vivi, sale, caglio naturale",Italy,758
Setas shiitake deshidratadas,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Productos deshidratados,Alimentos de origen vegetal deshidratados,Setas y sus productos,Setas deshidratadas,Setas shiitake deshidratadas",Setas shiitake  .,Spain,110
Coconpure,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fats,Vegetable fats,Vegetable oils,Fruit and fruit seed oils,Coconut oils",Organic Virgin Coconut Oil,Germany,1505
Chapelure  Belle France,chapelure,"chapelure,",France,2186
Boni,huile d'olive,Huile d'olive,Belgium,2265
choux de Bruxelles,choux de Bruxelles,choux de Bruxelles,Belgium,2195
Aceite de oliva virgen extra,Aceites de oliva virgen extra,Aceite de oliva virgen extra.,Spain,11
Haltbare Vollmilch,"H-Milch,Vollmilch",Vollmilch,Germany,938
Abalone,"Abalone,Canned Abalone,Products sold before year 2000,Products sold in the 1920s",Young abalone.,United States,6
Butter,"Dairies,Fats,Animal fats,Butters,Products sold before year 2000,Products sold in the 1920s",MILK FROM NONREACTING TUBERCULIN TESTED COWS  ,United States,575
Nutty Bite Groundnut Bar,"Groundnut Energy Bar,Groundnut Bar","Groundnuts, Jaggery",India,933
Frambuesas,Frambuesas,"Frambuesas,",Spain,770
Frische Vollmilch vom Bauernhof,"Dairies,Milch,Vollmilch,Traditionell hergestellte Frischmilch,nicht-homogenisierte Milch",Frische Vollmilch,Germany,584
Sonnen Blumen Kerne,Sonnenblumenkerne,Sonnenblumenkerne,Germany,1875
Pimienta multicolor en grano molinillo,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Condimentos,Especias,Pimienta,Pimienta en grano,Molinillos de pimienta,Molinillos de mezclas de pimienta","Pimienta negra, blanca, verde y rosa.",Spain,82
Anillas de chile liofilizado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Condimentos,Especias,Chili peppers,Alimentos liofilizados,Alimentos de origen vegetal liofilizados,Chile liofilizado",Anillas de chile liofilizado.,Spain,79
Turkey,"Meats,Poultries,Turkeys,Whole Turkeys",Pure turkey,United States,1186
Canga,"Snacks,Bar",Nuts Cacao,Turkey,1865
Eti Cin,"Biscuits,Orange Jelly","Wheat flour, sugar, invert sugar, glucose syrup, hydrogenated vegetable oil, orange pulp, praline, thickening agents, coca, salt, baking powder, natural orange flavor",Turkey,275
Cubes de piment,Piment,Piment FORT du Cameroun - Sel - Sucre,France,1375
Rully 1er cru Les Cloux 2013,Rully 1er cru les cloux,Sulfites,France,1781
Albahaca seca molida,Albahaca seca molida,Hojas de albahaca.,Spain,37
aspargus,asperges,asperges,France,2160
Croquants aux amandes,Croquants,"farine, sucre, oeufs, amandes",France,553
Cooked beetroot,Cooked vegetables,beetroot,United Kingdom,535
Tripack mixto,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Encurtidos,Productos del mar,Fishes,Productos del olivo,Vegetales encurtidos,Aceitunas,Aceitunas rellenas,Anchoa,Boquerones en vinagre","Anchoas, Boquerones, aceitunas rellenas, pimiento, vinagre, aceite de oliva, aceite de semillas y sal.",Spain,87
Spring water,Spring waters,natural spring water,Netherlands,1891
Sucre Roux de Canne,Sucres roux,Sucre roux de canne,France,1923
Bloc de foie gras de canard P. Champion,Foies gras,"Foie gras de canard, eau, sel, armagnac, poivre, sucre",France,752
Celso Minussi,"Beverages,Hot beverages,Coffees,Non-sugared beverages",yellow Catuai,Germany,252
Pomme Bio,"Compotes de pomme,Compotes pommes nature",Pomme,France,502
Carottes Extra Fines,Carottes,"Carottes, Eau, Sucre, Sel",France,386
latte di Mandorla Probios,bevande vegetali,"acqua, mandorle, amido di riso, proteine dei piselli.  ",Italy,2171
Latte Intero,Latte,Latte,Italy,1095
spaghetti n5 Barilla grano duro,pasta,"Semola di grano duro, Acqua, ",Italy,2300
Farari Katri,"Salty snacks,Chips and fries,Crisps,Potato crisps","Dried potato, Peanut Oil, Chili Powder, Black Pepper, Black Salt",United States,1802
Pain Boule Miche Froment,Pains,PAIN BOULE MICHE FROMENT 200G,France,1332
Ceylon-Assam Schwarzer Tee,"Tee,Schwarztees",Schwarzer Tee,Germany,1967
Zarte Haferflocken,Haferflocken,Hafervollkornflocken Kleinblatt,Germany,942
Apricots in Light Syrup,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Canned plant-based foods,Desserts,Fruits based foods,Canned fruits,Fruits in syrup,Apricots in syrup","Apricots, water, sugar","France,United States",1490
Champignons,Champignons,"champignons, acide citrique, eau",France,421
Haricots verts extra fins,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Legumes and their products,Vegetables based foods,Canned plant-based foods,Canned vegetables,Canned legumes,Canned common beans,Canned green beans","haricots verts, eau, sel.         ","France,United States",1493
Flageolets verts extra fins,Flageolets en conserve,"Flageolets verts, eau, sel.",France,741
Potatoes,"canned food,vegetables","Potatoes, water, salt, calcium chloride, ascorbic acid",United Kingdom,2179
Woolworths Fresh Low Fat Milk,"Dairies,Milks",     ,South Africa,586
Whole milk,Milks,Whole milk,United Kingdom,1255
natural mineral water - sparkling,mineral water,Water,United Kingdom,2285
Huile d'olive,huile d'olive,Huile d'olive,France,2265
British chicken drumsticks,"Meats,Poultries,Chickens,Cooked chicken,Chicken drumsticks",Chicken,United Kingdom,1181
British chicken thighs,chicken thighs,Chicken thighs,United Kingdom,2191
Herbes de Provence,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Aromatic plants,Aromatic herbs","Rosemary, Thyme, Summer Savory, Marjoram, Basil, Oregano",United Kingdom,1553
whole black peppercorns,Black peppercorns,whole black peppercorns,United Kingdom,279
Conde noble - vino tinto,"Red wines,Wines from Spain",Contains sulphites,United Kingdom,1725
Jodsalz fein,"Groceries,Condiments,Salze,Feine Salze,Table salts","Siedesalz, Natriumfluorid, Kaliumiodat, Natriumferrocyanid",Germany,909
Mandelkerne naturbelassen,Mandeln,Mandelkerne naturbelassen,Germany,1152
Bacon lardons ,pork,"Pork, salt, glucose syrup, sodium ascorbate, sodium nbitrite",United Kingdom,2313
Reine Buttermilch,Buttermilch,Buttermilch,Germany,331
Cacao puro,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cacao en polvo, Productos del cacao",Cacao en polvo.,"Austria,Spain",47
British Lamb loin chops ,Lamb,pork,United Kingdom,1088
Frische Bio-Vollmilch,Milchprodukt,Milch,Germany,1234
Black peppercorns,"Groceries,Condiments,Seasonings,Black peppercorns,peppercorns",Black peppercorns,"France,United Kingdom",914
Extra Virgin Olive Oil,Olive Oil,cold pressed extra virgin olive oil,South Africa,1309
Part baked white baguette rolls ,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,baguette rolls,baguette","Wheat flour, water, salt, yeast,dextrose, mono and diacetyl tartaric acid esters of mono and diglycerides of fatty acids, sodium acetates, ",United Kingdom,1422
Bio Weizen Mehl Type 550,Weizenmehle Type 550,Bio Weizenmehl Type 550,Germany,2116
Orange,Orangensaft,Orangensaft,Germany,1321
Gefrorene Erdbeeren,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Frozen foods,Fruits based foods,Frozen plant-based foods,Frozen fruits,Frozen berries,Frozen strawberries",Erdbeeren.  ,"Germany,Portugal,Spain",1499
Salami Milano,dried sausages,"pork, salt, dextrose, sugar, spices, garlic powder, ascorbic acid, sodium nitrite, potassium nitrate",United Kingdom,2212
Bio-Passata,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods,Tomatoes and tomato products,Strained tomatoes","Tomaten, Meersalz",Germany,1549
Italian style salad,salad,"lollo rosso, red multileaf, apollo, baby leaf spinash, endive, lamb's lettuce",United Kingdom,2325
hueva de atun,Salazones y ahumados,"hueva de atun, sal",Spain,1792
British speciality potatoes,Fresh vegetables,Maris Piper potatoes,United Kingdom,804
carrots,carrots,carrots,United Kingdom,2183
Darjeeling,"Beverages,Hot beverages,Herbal teas,Teas,Non-sugared beverages",Schwarzer Tee,Germany,253
Carrots,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Fresh plant-based foods,Vegetables based foods,Fresh vegetables,Carrots",Carrots,United Kingdom,1470
closed cup mushrooms,mushrooms,closed cup mushrooms,United Kingdom,2292
large flat mushrooms,"Fresh vegetables,Peppers",large flat mushrooms,United Kingdom,806
Oaklands Yello Onions,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Culinary plants,Fresh vegetables,Onions and their products,Onions",Vegetables,United Kingdom,1487
red onions,onions,Red onions,United Kingdom,2298
Red onions ,Onions,red onions,United Kingdom,1316
original kanadischer Ahornsirup,"Endulzantes,Siropes,Siropes simples,Siropes de arce",Kanadischer Ahornsirup,"France,Germany,Spain",645
Bio-Berglinsen braun,Braune Linsen,Braune Berglinsen,Germany,307
Bio-Linsen rot,Red lentils,Rote Linsen,Germany,1721
Ensalada variada,Ensaladas vegetales,"Escarola lisa, escarola rizada, radicchio.  ",Spain,652
Superfood Goji Berries,"Baies,Baies de Goji",Goii berries,France,181
Artischocken  Herzen,Artichauts en conserve,"artichauts, eau, sel, acide citrique ",France,151
Broccoli,Broccoli,Broccoli,United Kingdom,317
family pack tomatoes,Tomatoes,Tomatoes,United Kingdom,1998
White garlic,Ajos,Garlic,"Spain,United Kingdom",33
large onions,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Culinary plants,Fresh vegetables,Onions and their products,Onions",onions,United Kingdom,1487
Roquette,salades,roquette,France,2326
British Pork Loin Chops ,"Meats,Pork,Pork Loin Chops",Pork,United Kingdom,1177
British chicken legs,"Meats,Poultries,Chickens,Chicken legs",Chicken legs,United Kingdom,1179
Orange bio,Oranges,Orange,France,1322
Fresh baby plum tomatoes ,Fresh vegetables,Tomatoes,United Kingdom,804
Leeks,Leeks,Leeks,United Kingdom,1108
Babyleaf spinash,"Spinachs,Fresh vegetables",Babyleaf spinash,United Kingdom,1881
fresh mixed grapes ,grapes,"red seedless grapes, white seedless grapes",United Kingdom,2253
Concombre Bio,Concombres,Concombre Bio. CAT I. Cal 400-500 g.,France,505
Tomates Cerise Bio,Tomates cerise,"Tomates cerises bio, cat. 1",France,1992
Sucrine,Salades,Sucrine CAT I.,France,1786
Fresh mixed peppers,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetables based foods",peppers,"France,United Kingdom",1533
Champignon de Paris Blanc,"Champignons de Paris entiers,Champignons de Paris",Champignons,France,425
white potatoes,Potatoes,white potatoes,United Kingdom,1651
Red apples,Apples,Red apples,United Kingdom,137
Pommes Pink lady,Pommes,Pommes,France,1632
Palermo red pepper,"Peppers,Fresh vegetables",red peppers,United Kingdom,1356
Corn on the cob,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Cereals and potatoes,Seeds,Vegetables based foods,Cereals and their products,Cereal grains,Corn",corn,United Kingdom,1498
Remolacha cocida,"Remolacha en conserva, Remolacha cocida",Remolacha roja.  ,Spain,1729
british beef steak mince,"Meats,Beef,Beef steak mince",beef,United Kingdom,1171
British beef mince,Beef mince,Beef ,United Kingdom,201
Kiwi hayward,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Kiwifruits,Kiwis Hayward","kiwis Hayward, cat II 65-75 g",France,1521
Red Leicester,cheese,RED LEICESTER  ,United Kingdom,2188
Ail violet,Ail,ail violet,France,29
red seedless grapes,Grapes,Crimson seedless red grapes,United Kingdom,894
Dinkelmehl Typ 630,Dinkelmehle Type 630,Dinkelmehl Type 630,Germany,616
Haltbare fettarme bayerische Bauernmilch,"Fettarme Milch,H-Milch",H fettarme Milch,Germany,731
Espinacas,"Espinacas, Espinacas troceadas",Espinacas.,Spain,700
British beef sirloin steaks,beef meat,Beef,United Kingdom,2168
Kulturheidelbeeren,Heidelbeeren,"Kulturheidelbeeren, L34-02, Klasse 1.",Germany,968
Zarzamora,moras,Zarzamora,Spain,2289
Sardines in sunflower oil,Canned foods,"Sardines, Sunflower oil, salt","Poland,United Kingdom",359
British pork belly slices,"Pork,Fresh meats",Pork,United Kingdom,1644
Fresh Whole Milk,"Whole Milk,Milk",Pasteurised homogenised standardised whole milk ,United Kingdom,2127
Walnuts in shell,Walnuts,Walnuts in shell,United Kingdom,2109
Italian Milano salami,Salami,"pork, salt, skimmed milk powder, dextrose, spices and flavourings, E301, E252, E250","France,United Kingdom",1790
Apio,Apios,Apio,Spain,134
Parboiled Reis,Reis,Reis,Germany,1726
Milchreis,Reise,Milchreis - Rundkorn Spitzenreis,Germany,1727
Miel de Fleurs,"Miels de fleurs,Miels liquides",Miel de fleurs,France,1215
Anillas de chile liofilizado,"Chili peppers,Alimentos de origen vegetal liofilizados,Chile liofilizado",Anillas de chile liofilizado.,Spain,450
Jengibre liofilizado,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Condimentos,Especias,Alimentos liofilizados,Alimentos de origen vegetal liofilizados,Jengibre,Jengibre liofilizado",Jengibre liofilizado,Spain,78
Cebollino liofilizado,Cebollino liofilizado,Cebolleta liofilizada.  ,Spain,405
Fresh mint,Fresh mint,Mint,United Kingdom,802
Fresh Coriander ,fresh herbs,Coriander,United Kingdom,2237
Fresh flat leaf parsley ,"Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Culinary plants,Aromatic plants,Aromatic herbs",Parsley,United Kingdom,1553
Thunfischfilets in eigenem Saft und Aufguss,"Canned foods,Seafood,Fishes,Canned fishes,Fish fillets,Tunas,Canned tunas,Tuna fillets,Tuna in brine","Thunfisch, Wasser, Speisesalz","Germany,Switzerland",363
Spaghetti,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Spaghetti",Durum Wheat semolina,United Kingdom,1432
Vanillin-Zucker,"Sweeteners,Zucker,Vanilla sugars","Zucker, Vanillin","France,Germany",1958
12 Large Free Range British Eggs,Eggs,Eggs,United Kingdom,639
Mango congelado,"Frutas tropicales congeladas,Mangos congelados",Mango.,Spain,849
Ethiopian Sidamo,coffee,coffee,United Kingdom,2200
Farmdale Full Cream Long Life Milk,"Long Life Milk,Milk",Milk,Australia,1137
British pork lean mince,Pork mince,Pork,United Kingdom,1643
Sweetcorn,Sweetcorn,"Sweetcorn, Water","Scotland,United Kingdom",1947
15 British eggs - class A - medium,"Chicken eggs,Eggs",Chicken Eggs,United Kingdom,444
6 larges free range British eggs,Eggs,Hen eggs,United Kingdom,639
Higos secos,Higos secos,"Higos secos, harina de arroz.",Spain,980
Minced beef,beef meat,beef,United Kingdom,2168
Peppermint,"Beverages,Hot beverages,Herbal teas,Teas,Non-sugared beverages",Peppermint tea,United Kingdom,253
Pilsner,Beer,"Water, barley malt, hops extract.",Denmark,204
Button Mushrooms in water,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fresh plant-based foods,Mushrooms and their products,Mushrooms","Mushrooms, Water, salt, Citric Acid, Ascorbic Acid.","United Kingdom,Scotland",1465
smoked cured reindeer steak,dried meat,"Reindeer steak, salt, dextrose, sodium ascorbate, sodium nitrite, potassium nitrate",United Kingdom,2211
Korma,"Sauces au curry,Sauces Korma","O Salsa de curry figeramente picante fermentadaycoco, Inclup una mezcla de especias. nata, de contenertrazasde gluten, frutos de ciscara,apioy",France,1822
British pork shoulder steaks,"Meats,Pork",Pork shoulders,United Kingdom,1174
2 juicy cod fillets,"Cod fillets,Fresh foods",Cod,United Kingdom,490
spring onions,"Plant-based foods and beverages,Plant-based foods,Fresh foods,Fruits and vegetables based foods,Groceries,Condiments,Fresh plant-based foods,Vegetables based foods,Culinary plants,Fresh vegetables,Onions and their products,Onions",Spring onions,United Kingdom,1487
Tomate seco,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Verduras y hortalizas y sus productos,Productos deshidratados,Alimentos de origen vegetal deshidratados,Tomates y sus productos,Verduras y hortalizas deshidratadas,Tomates deshidratados,Tomates secos al natural","Tomate seco, sal.",Spain,100
Sushi rice,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Cereales y patatas,Cereales y derivados,Semillas,Cereales en grano,Arroces,Arroces para sushi",RIZ,"France,Spain",74
boneless pork leg joint,Pork,boneless pork leg joint    ,United Kingdom,1641
Riz long grain,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Seeds,Cereal grains,Rices,Long grain rices",Riz cru ,France,1436
2 British beef ribeye steak,Beef,Beef,United Kingdom,197
Olive oil,"Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Olive oils","Refined olive oil, virgin olive oil",United Kingdom,1459
Pak Choi,Fresh vegetables,Pak Choi,United Kingdom,804
Simply... Penne,Dried pasta,Durum wheat semolina,United Kingdom,626
Fresh Salad trio mix,green salads,"lollo rosso, lollo blondo, oak  leaf lettuce",United Kingdom,2256
Green tea Bancha,"Plant-based foods and beverages,Beverages,Plant-based foods,Hot beverages,Herbal teas,Teas,Green teas,Japanese green teas,Bancha teas,Non-sugared beverages",green tea,Spain,1404
British whole milk,Fresh milks,Milk,United Kingdom,800
